OpportunityId,Name,Subject,Country,SalesUnitId,ADUCategory,Product_Family,Application,Owner,Prognosis,PrognosisDate,ProbabilityId,ProcessName,ADUOpportunityType,SegmentId,ADUEndCustomer,ADULifeOfProject,ADUEstimatedPriceEndCustomer,ADUPiecePotential,annualTotal,ADUCommentsPMLocalValidation,AduLevelOfComplexity,ADUStrategicCustomer,AduPriorityMarket,Date_Created,OPENEDDATE,Opportunity_Number,PROGNOSISDAYS,DATAAREAID,ESTIMATEDREVENUE
OP-005772,APEM COMPONENTS LTD,Nearside MK2,United Kingdom,SUBSIDIARY,4-AV19 AV,1-SWITCH,other,Sales Person 15,3 months,4/17/18,80,CPI,CPICC,Indirect Sales,Siemens Plc,5,6.0,8000,48000.0,"This is a long term target with a potencial of more than 25000 if the other adopt the solution
17/1/2018: Hi Marc, Siemen require to know what is the maximum dia you are prepared to comit to for the actuator without compramising the current compliance matrix, RB",Level 3 - Heavy product modification,No,Standard,1/17/18 0:00,1/17/18,OP-005772,90,fr02,48000
OP-008748,DDDL,KR - COVIS - SungHwa/S&T - MAJ prix13445 et cache spé,South Korea,EXPORT1,4-13000,1-SWITCH,dge,Sales Person 3,3 months,4/2/20,90,CPI,CPI,DgE,SungHwa - S&T,1,35.58,50,1779.0,No additional comments.,Level 1 - No product modification,No,Focus,1/3/20 0:00,1/3/20,OP-008748,90,fr02,3000
OP-008749,Liebherr Elektronik GmbH,Liebherr :  EMCA Grip,Germany,DE-BW,1-Joystick,1-Joystick,construction - vehicles - excavators,Sales Person 14,24 months,12/23/21,20,CPICC,CPI,MaH,Liebherr Elektronik,5,250.0,10000,2500000.0,See above,Unknown,No,Non Strategic,1/3/20 0:00,1/3/20,OP-008749,720,fr02,2500000
OP-008750,"COVIS CO., LTD",KR - COVIS - SAMSUNG SDI  - IRP3F422X1172-137 - soldering 6,South Korea,EXPORT1,4-IR,1-SWITCH,battery backpack,Sales Person 3,18 months,6/29/21,10,CPI,CPI,Other applications,MAKITA,1,4.6,50000,230000.0,No additional comments.,Level 1 - No product modification,No,Standard,1/6/20 0:00,1/6/20,OP-008750,540,fr02,184000
OP-005773,MODUL DISTRIBUTION,10RM logo personalisé,France,CENTRE_IDF_1/2_EST,1-SWITCH,1-SWITCH,miroir,Sales Person 2,6 months,7/16/18,30,CPI,CPI,Inst. Cons. Comp,Other,5,2.0,5000,10000.0,No additional comments.,Level 2 - Minor product modification,No,Non Strategic,1/17/18 0:00,1/17/18,OP-005773,180,fr02,10000
OP-005775,AVNET EUROPE COMM.VA,TARIFS IKD0205101,Belgium,FRANCE,1-SWITCH,1-SWITCH,other,Sales Person 38,1 month,2/16/18,10,CPICC,CPI,Indirect Sales,Other,1,1.0E-4,5000,0.5,We don't have pricing for that part number,Unknown,No,Non Strategic,1/17/18 0:00,1/17/18,OP-005775,30,fr02,1
OP-008753,SUPRAERO,Prix spécial,France,CENTRE_IDF_1/2_EST,1-SWITCH,1-SWITCH,aerospatial,Sales Person 38,<  1 month,1/21/20,70,SpecialPrice,SP,Indirect Sales,Other,0,0.0,7000,0.0,No additional comments.,Unknown,No,Non Strategic,1/6/20 0:00,1/6/20,OP-008753,15,fr02,1
OP-005776,NSE,CLAVIER 58 TOUCHES RETROECLAIREES,France,SUD_EST,1-KEYBOARD,1-KEYBOARD,other,Sales Person 10,<  1 month,2/1/18,70,CPI,CPI,Other Mil.Aero,Other,1,700.0,80,56000.0,No additional comments.,Level 3 - Heavy product modification,No,Focus,1/17/18 0:00,1/17/18,OP-005776,15,fr02,56000
OP-005777,PELLENC,Q14F3CXXSB12E en sachet individuel,France,SUD_EST,1-Indicator,1-Indicator,other,Sales Person 10,<  1 month,2/1/18,90,CPICC,CPI,AgM,Other,5,6.0,500,3000.0,"Can we have the Q14F3CXXSB12E in individual bags, with its accessories inside the individual bag ?",Unknown,No,Non Strategic,1/17/18 0:00,1/17/18,OP-005777,15,fr02,3000
OP-008756,APEM INC,GENERAL DYNAMICS : 3545 with locker F,United States,SUBSIDIARY,1-SWITCH,1-SWITCH,aerospace and defence,Sales Person 47,9 months,10/2/20,50,CPI,CPI,Indirect Sales,GENERAL DYNAMICS,5,18.0,700,12600.0,No additional comments.,Level 2 - Minor product modification,No,Standard,1/6/20 0:00,1/6/20,OP-008756,270,fr02,10000
OP-008757,ELTECH A/S,Enabelling switch,Denmark,SE-DISTRIBUTION,4-HE6B_SERIES,1-IDEC,universl robot,Sales Person 31,12 months,1/1/21,50,CPI,CPI,Security,Universal Robots,5,25.0,10000,250000.0,No additional comments.,Level 2 - Minor product modification,Yes,Non Strategic,1/7/20 0:00,1/7/20,OP-008757,360,fr02,150000
OP-008758,APEM INC,ROCKWELL : new LED colors for replacement,United States,SUBSIDIARY,1-SWITCH,1-SWITCH,industry,Sales Person 47,6 months,7/5/20,40,CPI,CPI,Indirect Sales,ROCKWELL,10,20.0,3000,60000.0,No additional comments.,Level 3 - Heavy product modification,No,Non Strategic,1/7/20 0:00,1/7/20,OP-008758,180,fr02,30000
OP-008760,APEM WUJIN ELECTRONIC,"CRRC QINGDAO SIFANG CO., LTD : LPI",China,SUBSIDIARY,1-SWITCH,1-SWITCH,transportation,Sales Person 47,6 months,7/5/20,30,CPI,CPI,Indirect Sales,CRRC QINGDAO SIFANG,5,13.0,6000,78000.0,No additional comments.,Level 2 - Minor product modification,No,Standard,1/7/20 0:00,1/7/20,OP-008760,180,fr02,80000
OP-005778,MECALAC,PROJET PELLE SUR CHENILLES MC ET MCR,France,SUD_EST,1-Joystick,1-Joystick,other,Sales Person 10,1 month,2/17/18,50,CPI,CPI,MaH,Other,5,70.0,500,35000.0,No additional comments.,Level 3 - Heavy product modification,No,Standard,1/18/18 0:00,1/18/18,OP-005778,30,fr02,35000
OP-008762,CITYSCOOT SAS,Evolution clavier Cityscoot,France,CENTRE_IDF_1/2_EST,1-KEYBOARD,1-KEYBOARD,auto,Sales Person 2,<  1 month,1/22/20,30,CPI,CPI,Vehicles,Other,2,60.0,0,0.0,No additional comments.,Level 3 - Heavy product modification,No,Standard,1/7/20 0:00,1/7/20,OP-008762,15,fr02,150000
OP-005779,PRESSES ET CISAILLES LEFORT,ES3S51653001 + option X1171-165,Belgium,BE-SOUTH-WEST,2-Custom Switch,1-SWITCH,car presses,Sales Person 20,3 months,4/19/18,10,CPI,CPI,Other Electr. Appli,LEOFRT,10,50.0,100,5000.0,No additional comments.,Level 2 - Minor product modification,Yes,Standard,1/19/18 0:00,1/19/18,OP-005779,90,fr02,5000
OP-008764,SODIKART,Sodikart / AV16 avec câble surmoulé,France,OUEST,1-SWITCH,1-SWITCH,karting,Sales Person 6,1 month,2/6/20,50,CPI,CPI,Vehicles,Other,3,15.0,1000,15000.0,No additional comments.,Level 3 - Heavy product modification,No,Non Strategic,1/7/20 0:00,1/7/20,OP-008764,30,fr02,30000
OP-008766,REM Technik s.r.o.,HW1M-2020-F30N1-TK2662 REM,Czechia,DE-CZ,1-IDEC,1-IDEC,other,Sales Person 54,<  1 month,1/23/20,50,SpecialPrice,SPCC,Ind. Automation,REM,0,0.0,200,0.0,"PS 08.01.2020 // E-Mail 07.01.2020:

Regarding this part HW1M-2020-F30N1-TK2662 you gave us a interco of 11,0859 €. In the past we have assembled this part here in Hamburg using an old special price for the former Italian distributor GSO (08-H20OI-SP082). The result was a special price for REM of 8,70 €. 

Of course the special price of REM is not valid anymore. But we can’t sell with the interco of 11,0859. Therefore I would like to ask to split the margin for this order:

FCA Japan (LCI) 8,78 €
Margin split (10% each): Interco: 9,75 €
Sell price to REM: 11,05 €",Unknown,No,Non Strategic,1/8/20 0:00,1/8/20,OP-008766,15,fr02,5000
OP-005780,DDT,Clavier T3-1703708X-01,Belgium,BE-SOUTH-WEST,2-Flexible Membrane Keyboard,1-KEYBOARD,telecom,Sales Person 20,3 months,4/19/18,10,CPI,CPI,Other Mil.Aero,Unknown,5,20.0,2500,50000.0,No additional comments.,Level 2 - Minor product modification,No,Standard,1/19/18 0:00,1/19/18,OP-005780,90,fr02,75000
OP-005782,APEM GMBH,HBC:  Suite OP5628+ contacts dorés+accessoires livrés montés,Germany,SUBSIDIARY,1-SWITCH,1-SWITCH,other,Sales Person 14,6 months,7/18/18,20,CPI,CPI,Indirect Sales,HBC,2,9.0,20000,180000.0,No additional comments.,Level 3 - Heavy product modification,No,Standard,1/19/18 0:00,1/19/18,OP-005782,180,fr02,200000
OP-005783,OXYTRONIC,CHIFFRAGE DU KIT D0612005 EN PIECES DETACH2ES,France,SUD_EST,1-SWITCH,1-SWITCH,other,Sales Person 10,1 month,2/18/18,90,CPI,CPI,Other Electr. Appli,Other,10,100.0,50,5000.0,No additional comments.,Level 2 - Minor product modification,No,Standard,1/19/18 0:00,1/19/18,OP-005783,30,fr02,5000
OP-008803,F.I.R.M. PROCESS,Tarifs XA,France,OUEST,1-IDEC,1-IDEC,robotique,Sales Person 38,<  1 month,1/23/20,100,SpecialPrice,SP,Other Electr. Appli,Other,0,0.0,100,0.0,No additional comments.,Unknown,No,Non Strategic,1/8/20 0:00,1/8/20,OP-008803,15,fr02,14
OP-005784,DDZT,Simulateur médical,France,SUD_OUEST,3-AC Flexible Membrane Keyboard,1-KEYBOARD,boitier simulateur,Sales Person 30,12 months,1/14/19,30,CPI,CPI,DgE,Other,2,15.0,5000,75000.0,No additional comments.,Level 2 - Minor product modification,No,Standard,1/19/18 0:00,1/19/18,OP-005784,360,fr02,15
OP-008817,BOGAERTS GREENHOUSE LOGISTICS BVBA,IDEC / LH1D-H2HQ4C10,Belgium,BE-SOUTH-WEST,3-LIGHT,1-IDEC,agv for green houses,Sales Person 20,3 months,4/8/20,10,Quotation,Quote,AgM,Other,0,20.0,1400,0.0,No additional comments.,Unknown,No,Non Strategic,1/9/20 0:00,1/9/20,OP-008817,90,fr02,28000
OP-008821,TELMA,745-4750,France,NORD_1/2_EST,1-Indicator,1-Indicator,vehicule -,Sales Person 7,12 months,1/3/21,10,CPICC,CPI,Automotive,Other,5,14.0,200,2800.0,"Merci de revoir avec le client. Il y a une incompatibilité avec les connecteurs.
Merci de confirmer nouveaux connecteurs et logo.",Unknown,No,Non Strategic,1/9/20 0:00,1/9/20,OP-008821,360,fr02,3000
OP-008822,EG ELECTRONICS AB,EG 26 Special price,Sweden,SE-SOUTH,1-SWITCH,1-SWITCH,vehicle cabin,Sales Person 28,<  1 month,1/24/20,100,SpecialPrice,SP,Vehicles,Scania,0,0.0,2000,0.0,No additional comments.,Unknown,No,Non Strategic,1/9/20 0:00,1/9/20,OP-008822,15,fr02,25210
OP-008823,TELMA,Voyant Q22 24V specifique,France,NORD_1/2_EST,1-Indicator,1-Indicator,vehicule - (ralentisseurs),Sales Person 7,12 months,1/3/21,10,CPICC,CPI,Automotive,Other,5,15.0,200,3000.0,"Merci de revoir avec le client. Il y a une incompatibilité avec les connecteurs.
Merci de confirmer nouveaux connecteurs et logo.",Unknown,No,Non Strategic,1/9/20 0:00,1/9/20,OP-008823,360,fr02,3000
OP-008824,Wölfle Ind.- u. KFZ-Teile Vertriebs GmbH,Wöfle : Liebherr EMCA - IB 150Kparts,Germany,DE-BY,1-SWITCH,1-SWITCH,construction vehicles,Sales Person 14,9 months,10/5/20,30,CPI,CPI,Inst. Cons. Comp,Liebherr,10,1.0,150000,150000.0,No additional comments.,Level 3 - Heavy product modification,No,Standard,1/9/20 0:00,1/9/20,OP-008824,270,fr02,150000
OP-008826,Wölfle Ind.- u. KFZ-Teile Vertriebs GmbH,Wölfle: Liebherr EMCA hANDLE - NV 25Kparts,Germany,DE-BY,1-SWITCH,1-SWITCH,construction vehicles,Sales Person 14,9 months,10/5/20,30,SpecialPrice,SP,Inst. Cons. Comp,Liebherr,0,0.0,25000,0.0,No additional comments.,Unknown,No,Non Strategic,1/9/20 0:00,1/9/20,OP-008826,270,fr02,300000
OP-005785,LE MARQUIER,PIEZZO PLANCHA,France,SUD_OUEST,4-PBA,1-SWITCH,piezzo plancha,Sales Person 30,12 months,1/17/19,10,CPI,CPI,Other Electr. Appli,Other,5,4.0,12000,48000.0,No additional comments.,Level 2 - Minor product modification,No,Non Strategic,1/22/18 0:00,1/22/18,OP-005785,360,fr02,4
OP-008829,"COVIS CO., LTD",KR - COVIS - SIEMENS MEDICAL - 3140SAR400 12V regulator,South Korea,EXPORT1,4-3000 Series,1-Joystick,x ray machine moving cart,Sales Person 3,12 months,1/4/21,10,CPICC,CPI,Medical,SIEMENS MEDICAL,3,81.0,2000,162000.0,No additional comments.,Unknown,No,Non Strategic,1/10/20 0:00,1/10/20,OP-008829,360,fr02,130000
OP-008831,SEFEE,client equipement,France,SUD_OUEST,2-Lever,1-SWITCH,dge,Sales Person 30,1 month,2/9/20,70,SpecialPrice,SP,Vehicles,Other,0,0.0,0,0.0,No additional comments.,Unknown,No,Non Strategic,1/10/20 0:00,1/10/20,OP-008831,30,fr02,40000
OP-005787,DDDF,TR - Atakel - Karba - 3140SAQ620,Turkey,EXPORT1,4-3000 Series,1-Joystick,fire vehicles,Sales Person 5,3 months,4/22/18,10,CPI,Other,DgE,Other,0,0.0,0,0.0,No additional comments.,Unknown,No,Non Strategic,1/22/18 0:00,1/22/18,OP-005787,90,fr02,15000
OP-008834,APEM COMPONENTS LTD,Snap cap I series,United Kingdom,SUBSIDIARY,3-I Range,1-SWITCH,joystick,Sales Person 17,18 months,7/6/21,30,CPI,CPICC,,Apem UK,10,3.5,25000,87500.0,13-1-2020 As previously discussed we have been requested to incorprate a push switch with custi=omisable caps. See previous e-mails) RB,Level 3 - Heavy product modification,Yes,Focus,1/13/20 0:00,1/13/20,OP-008834,540,fr02,100000
OP-005788,SVAB HYDRAULIK AB,SVAB NV,Sweden,MATS_PETRE,3-NV,1-SWITCH,other,Sales Person 28,6 months,7/21/18,70,CPI,CPI,MaH,SVAB,20,23.0,1500,34500.0,No additional comments.,Level 3 - Heavy product modification,Yes,Focus,1/22/18 0:00,1/22/18,OP-005788,180,fr02,200000
OP-005789,DDZD,Claviers PCS Chef,France,SUD_OUEST,1-KEYBOARD,1-KEYBOARD,other,Sales Person 30,12 months,1/17/19,10,CPI,CPI,DgE,Other,10,850.0,100,85000.0,No additional comments.,Level 3 - Heavy product modification,Yes,Focus,1/22/18 0:00,1/22/18,OP-005789,360,fr02,50000
OP-005790,KM YACHTSERVICES,FPAR3D4272E2X with 4 meter cable (Lely),Netherlands,BE-NORTH,4-FP24,1-SWITCH,yachts,Sales Person 21,1 month,2/22/18,10,CPI,CPI,Vehicles,KM YACHTSERVICES,5,30.0,100,3000.0,No additional comments.,Level 1 - No product modification,Yes,Standard,1/23/18 0:00,1/23/18,OP-005790,30,fr02,3000
OP-008838,OMEGA FUSIBILI S.P.A.,IT - OMEGA - ABB FIMER - ISR3SAD100 with,Italy,EXPORT3,4-IB/IS,1-SWITCH,photovoltaic inverter,Sales Person 3,6 months,7/11/20,80,CPI,CPI,Indirect Sales,ABB FIMER,1,2.9,10000,29000.0,No additional comments.,Level 1 - No product modification,No,Non Strategic,1/13/20 0:00,1/13/20,OP-008838,180,fr02,265300
OP-005791,APEM COMPONENTS LTD,HR Rocker,United Kingdom,SUBSIDIARY,1-SWITCH,1-SWITCH,other,Sales Person 15,18 months,7/17/19,90,CPI,CPICC,Indirect Sales,APEM AB,5,160.0,4000,640000.0,"Besoin de mettre a jour plan attaché du  PR352 pour diminuer la force de 10 a 20%
-MG-",Level 3 - Heavy product modification,Yes,Focus,1/23/18 0:00,1/23/18,OP-005791,540,fr02,410000
OP-008840,APEM ITALIA,Keyboard single Key - Polyester version,Italy,SUBSIDIARY,2-Flexible Membrane Keyboard,1-KEYBOARD,clavier,Sales Person 41,1 month,2/12/20,10,CPI,CPI,Indirect Sales,OM STILL,3,5.0,10000,50000.0,No additional comments.,Level 3 - Heavy product modification,No,Standard,1/13/20 0:00,1/13/20,OP-008840,30,fr02,150000
OP-005792,ELTRONIKA,PL - Teknosystem/Scanfil - 3547 / U1602,Poland,EXPORT2,4-3500,1-SWITCH,other,Sales Person 5,3 months,4/23/18,10,CPI,Other,Indirect Sales,Other,0,0.0,0,0.0,No additional comments.,Unknown,No,Non Strategic,1/23/18 0:00,1/23/18,OP-005792,90,fr02,13000
OP-008842,Leica Microsystems GmbH,LEICA : CG111A0 - Lower sensibility,Germany,DE-Mitte,1-SWITCH,1-SWITCH,other,Sales Person 14,6 months,7/12/20,30,CPI,CPI,Ind. Automation,LEICA,4,10.0,2500,25000.0,No additional comments.,Level 3 - Heavy product modification,No,Standard,1/14/20 0:00,1/14/20,OP-008842,180,fr02,25000
OP-005793,MALOCHET SAS,Platines inox,France,CENTRE_IDF_1/2_EST,1-SWITCH,1-SWITCH,industrie,Sales Person 2,<  1 month,2/7/18,30,CPI,CPI,Security,Other,3,10.0,221,2210.0,No additional comments.,Level 2 - Minor product modification,No,Standard,1/23/18 0:00,1/23/18,OP-005793,15,fr02,2200
OP-005794,DUFFAY,Chiffrage inter à clef,France,CENTRE_IDF_1/2_EST,1-SWITCH,1-SWITCH,industrie,Sales Person 2,<  1 month,2/7/18,30,CPI,CPI,Ind. Automation,Other,3,15.0,50,750.0,No additional comments.,Level 2 - Minor product modification,No,Non Strategic,1/23/18 0:00,1/23/18,OP-005794,15,fr02,5000
OP-008846,Fischer Elektronik GmbH,Fischer : IS Fil,Austria,DE-A,1-SWITCH,1-SWITCH,forestry machines,Sales Person 14,6 months,7/13/20,30,CPI,CPI,Indirect Sales,Fischer,10,10.0,250,2500.0,No additional comments.,Level 1 - No product modification,No,Non Strategic,1/15/20 0:00,1/15/20,OP-008846,180,fr02,2500
OP-008847,FDINTEGRATEUR,Modification du XD5056,France,NORD_1/2_EST,1-Joystick,1-Joystick,other,Sales Person 7,12 months,1/9/21,70,CPI,CPI,AgM,Other,1,450.0,150,67500.0,No additional comments.,Level 3 - Heavy product modification,No,Standard,1/15/20 0:00,1/15/20,OP-008847,360,fr02,55000
OP-008849,Toyota Material Handling Manufacturing Sweden AB,E-Stop,Sweden,SE-SOUTH,2-Industrial Control,1-SWITCH,forklift,Sales Person 58,12 months,1/9/21,100,SpecialPrice,SP,MaH,Other,0,0.0,0,0.0,No additional comments.,Unknown,No,Non Strategic,1/15/20 0:00,1/15/20,OP-008849,360,fr02,400000
OP-005795,DDZD,FACE AV PCH,France,SUD_OUEST,3-AC Custom Assemblies Keyboard,1-KEYBOARD,vehicule vbci,Sales Person 30,1 month,2/23/18,40,CPI,CPI,DgE,Other,1,2000.0,2,4000.0,No additional comments.,Level 4 - Customized product,Yes,Focus,1/24/18 0:00,1/24/18,OP-005795,30,fr02,2000
OP-005796,R-MOTIONS,Travelling aerien,France,SUD_OUEST,4-HF,1-Joystick,pilotage systeme travelling,Sales Person 30,1 month,2/23/18,40,CPICC,CPI,MaH,Other,2,300.0,32,9600.0,No additional comments.,Unknown,No,Non Strategic,1/24/18 0:00,1/24/18,OP-005796,30,fr02,300
OP-005797,Komatsu Forest AB,KP6 prototypes (x3 variants),Sweden,LENNARTH_ENGMAN,3-2M9 Claviers,1-KEYBOARD,forestry vehicles,Sales Person 26,12 months,1/19/19,90,CPI,CPI,MaH,Other,4,55.0,2000,110000.0,No additional comments.,Level 3 - Heavy product modification,No,Standard,1/24/18 0:00,1/24/18,OP-005797,360,fr02,106200
OP-008853,SEFEE,client equipement,France,SUD_OUEST,2-Toggle,1-SWITCH,dge,Sales Person 30,3 months,4/14/20,50,CPI,CPI,Vehicles,client,0,0.0,0,0.0,No additional comments.,Level 1 - No product modification,Yes,Focus,1/15/20 0:00,1/15/20,OP-008853,90,fr02,1000
OP-008855,CONTROL DEVICES,Rheinmetall - 12147AGX408-N35111012,Australia,EXPORT1,4-12000,1-SWITCH,defence,Sales Person 5,3 months,4/15/20,10,Quotation,Quote,Indirect Sales,Other,0,0.0,10000,0.0,No additional comments.,Unknown,No,Non Strategic,1/16/20 0:00,1/16/20,OP-008855,90,fr02,150000
OP-005798,U-SHIN FRANCE SAS,PMS 409 Modification pliage connecteur,France,NORD_1/2_EST,1-SWITCH,1-SWITCH,other,Sales Person 18,12 months,1/20/19,10,CPI,CPI,Automotive,Other,5,1.45,300000,435000.0,No additional comments.,Level 4 - Customized product,Yes,Standard,1/25/18 0:00,1/25/18,OP-005798,360,fr02,400000
OP-008858,APEM INC,WATERAERO : PBA with specific wires MIL-W-22759/24,United States,SUBSIDIARY,1-SWITCH,1-SWITCH,dge,Sales Person 47,9 months,10/12/20,30,CPI,CPI,Indirect Sales,WATERAERO,2,10.0,1000,10000.0,No additional comments.,Level 1 - No product modification,No,Standard,1/16/20 0:00,1/16/20,OP-008858,270,fr02,10000
OP-008859,APEM INC,Face plate of Joystick,United States,SUBSIDIARY,2-Flexible Membrane Keyboard,1-KEYBOARD,face plate of joystick with mec switches,Sales Person 19,1 month,2/16/20,50,CPI,CPI,Indirect Sales,KOMATSU Joy,1,5.0,25,125.0,No additional comments.,Level 1 - No product modification,No,Standard,1/17/20 0:00,1/17/20,OP-008859,30,fr02,125
OP-005799,Komatsu Forest AB,3x FD w. customized symbols/harness,Sweden,LENNARTH_ENGMAN,4-Component All Switches,1-SWITCH,forestry vehicle,Sales Person 26,12 months,1/20/19,50,CPI,CPI,MaH,Other,4,13.0,2700,35100.0,No additional comments.,Level 3 - Heavy product modification,No,Non Strategic,1/25/18 0:00,1/25/18,OP-005799,360,fr02,35000
OP-005800,DDZY,A jout Protection pour retro CLA CTRL ARIVE 48859-B,France,NORD_1/2_EST,1-KEYBOARD,1-KEYBOARD,other,Sales Person 7,12 months,1/20/19,10,CPI,CPI,DgE,Other,1,1.0,1000,1000.0,No additional comments.,Level 4 - Customized product,Yes,Focus,1/25/18 0:00,1/25/18,OP-005800,360,fr02,1000
OP-008862,OCEANEERING AGV SYSTEMS BV,QN-24388 - PC3566 + KP6 + EC + IDEC,Netherlands,BE-NORTH,2-Finger Tip to Mid Sized,1-Joystick,agv,Sales Person 21,3 months,4/16/20,10,Quotation,Quote,MaH,Other,0,140.0,250,0.0,No additional comments.,Unknown,No,Non Strategic,1/17/20 0:00,1/17/20,OP-008862,90,fr02,35000
OP-005801,SECURLITE,AV091001A800K,France,OUEST,1-SWITCH,1-SWITCH,other,Sales Person 6,12 months,1/20/19,30,Quotation,Quote,Inst. Cons. Comp,Other,0,0.0,0,0.0,No additional comments.,Unknown,No,Non Strategic,1/25/18 0:00,1/25/18,OP-005801,360,fr02,10000
OP-005803,NEWAYS LEEUWARDEN B.V.,QN-13517 - P25SMT103TR,Netherlands,BE-NORTH,4-P25,1-SWITCH,other electr. appl.,Sales Person 21,1 month,2/24/18,10,Quotation,Quote,Other Electr. Appli,Other,0,1.13,10200,0.0,No additional comments.,Unknown,No,Non Strategic,1/25/18 0:00,1/25/18,OP-005803,30,fr02,11000
OP-008865,client SYSTEMS / Ne pas utiliser,Clé de serrage inter à levier / cache de sécu,France,CENTRE_IDF_1/2_EST,1-SWITCH,1-SWITCH,dge,Sales Person 2,<  1 month,2/4/20,30,CPI,CPI,DgE,Other,1,200.0,10,2000.0,No additional comments.,Level 1 - No product modification,No,Focus,1/20/20 0:00,1/20/20,OP-008865,15,fr02,2000
OP-005804,DDN,ELNO - HOPLITE - 14800779,France,NORD_1/2_EST,1-KEYBOARD,1-KEYBOARD,other,Sales Person 7,12 months,1/20/19,10,CPI,CPI,DgE,Other,2,6.0,500,3000.0,No additional comments.,Level 2 - Minor product modification,No,Standard,1/25/18 0:00,1/25/18,OP-005804,360,fr02,3000
OP-008867,Vemcon GmbH,"3000, no handle, Vamcon",Germany,DE-BY,1-Joystick,1-Joystick,heavy duty vehicle,Sales Person 55,3 months,4/19/20,50,CPICC,CPI,Vehicles,Other,5,115.0,300,34500.0,"3440R*000 joystick with Ø6,35mm shaft and M6 thread, without handle",Unknown,No,Non Strategic,1/20/20 0:00,1/20/20,OP-008867,90,fr02,172500
OP-005805,TARMAC EQUIPEMENTS,Modif cablage // 5000M avec sorties fils spé,France,NORD_1/2_EST,1-SWITCH,1-SWITCH,other,Sales Person 7,12 months,1/20/19,10,CPI,CPI,Other Electr. Appli,Other,5,7.5,500,3750.0,No additional comments.,Level 1 - No product modification,No,Standard,1/25/18 0:00,1/25/18,OP-005805,360,fr02,3500
OP-005806,DDL,QN-13468 - Div.switches,Netherlands,BE-NORTH,1-SWITCH,1-SWITCH,dge,Sales Person 21,1 month,2/24/18,10,Quotation,Quote,DgE,Other,0,122.0,1000,0.0,No additional comments.,Unknown,No,Non Strategic,1/25/18 0:00,1/25/18,OP-005806,30,fr02,100740
OP-007186,SHLOMO KAHANE & SONS (2002) LTD,IL -KAHANE - LUMENIS - A01ES-DMX413-04,Israël,EXPORT2,4-A01,1-SWITCH,surgical device,Sales Person 3,1 month,2/7/19,90,SpecialPrice,SP,Medical,LUMENIS,0,0.0,2000,0.0,No additional comments.,Unknown,No,Non Strategic,1/8/19 0:00,1/8/19,OP-007186,30,fr02,6909
OP-007187,APEM WUJIN ELECTRONIC CO LTD,"IPR1SAD2, or any other LATCHING function IP67 sealed miniatu",China,SUBSIDIARY,1-SWITCH,1-SWITCH,dge,Sales Person 47,18 months,7/1/20,40,CPI,CPI,DgE,Shannxi Hongsheng,5,2.0,300000,600000.0,No additional comments.,Level 4 - Customized product,No,Standard,1/8/19 0:00,1/8/19,OP-007187,540,fr02,4000000
OP-005807,Bobcat,Bobcat / Projet Loader / XD personnalisé,Czechia,OUEST,1-Joystick,1-Joystick,other,Sales Person 6,18 months,7/19/19,30,CPICC,CPI,MaH,Other,5,201.0,1000,201000.0,No additional comments.,Unknown,No,Non Strategic,1/25/18 0:00,1/25/18,OP-005807,540,fr02,600000
OP-007190,U-SHIN FRANCE SAS,Cotation J77 / square 52,France,FRANCE,1-AUTOMOTIVE,1-AUTOMOTIVE,other,Sales Person 18,12 months,1/3/20,10,CPI,CPI,Automotive,Other,1,1.0,2000000,2000000.0,No additional comments.,Level 4 - Customized product,No,Non Strategic,1/8/19 0:00,1/8/19,OP-007190,360,fr02,2000000
OP-005808,TTI INC,OROS PROJET SLD,Germany,FRANCE,1-KEYBOARD,1-KEYBOARD,other,Sales Person 10,1 month,2/24/18,50,CPI,CPI,Indirect Sales,Other,3,6.0,500,3000.0,No additional comments.,Level 1 - No product modification,No,Standard,1/25/18 0:00,1/25/18,OP-005808,30,fr02,2500
OP-005810,SECURLITE,AV091001A800K / Prix spé,France,OUEST,1-SWITCH,1-SWITCH,other,Sales Person 6,12 months,1/20/19,30,SpecialPrice,SP,Inst. Cons. Comp,Other,0,0.0,1500,0.0,No additional comments.,Unknown,No,Non Strategic,1/25/18 0:00,1/25/18,OP-005810,360,fr02,10000
OP-005811,HYDEQUIP,Prix spe arret d'urgence IDEC diam 16mm,France,NORD_1/2_EST,1-SWITCH,1-SWITCH,other,Sales Person 7,12 months,1/20/19,10,CPI,CPI,AgM,Other,5,10.0,5000,50000.0,No additional comments.,Level 1 - No product modification,No,Non Strategic,1/25/18 0:00,1/25/18,OP-005811,360,fr02,42000
OP-005812,APEM INC,FNR pour Grip US / Volvo + Bobcat,United States,FRANCE,1-SWITCH,1-SWITCH,poignée joystci,Sales Person 15,6 months,7/24/18,20,CPI,CPI,MaH,BOBCAT+VOLVO,5,7.0,5000,35000.0,No additional comments.,Level 3 - Heavy product modification,Yes,Focus,1/25/18 0:00,1/25/18,OP-005812,180,fr02,50000
OP-005815,SMS S.A.S / COBHAM AVIONICS,12000 specifique,France,CENTRE_IDF_1/2_EST,1-SWITCH,1-SWITCH,other,Sales Person 2,<  1 month,2/10/18,30,CPI,CPI,Other Electr. Appli,Other,5,35.0,60,2100.0,No additional comments.,Level 2 - Minor product modification,No,Standard,1/26/18 0:00,1/26/18,OP-005815,15,fr02,2000
