OpportunityId,Name,Subject,Country,SalesUnitId,ADUCategory,Product_Family,Application,Owner,Prognosis,PrognosisDate,ProbabilityId,ProcessName,ADUOpportunityType,SegmentId,ADUEndCustomer,ADULifeOfProject,ADUEstimatedPriceEndCustomer,ADUPiecePotential,annualTotal,ADUCommentsPMLocalValidation,AduLevelOfComplexity,ADUStrategicCustomer,AduPriorityMarket,Date_Created,OPENEDDATE,Opportunity_Number,PROGNOSISDAYS,DATAAREAID,ESTIMATEDREVENUE
OP-007243,APEM INC,Deltatech: IX Fil 1200mm AWG20,United States,SUBSIDIARY,1-SWITCH,1-SWITCH,other,Sales Person 14,6 months,7/15/19,20,CPI,CPI,Indirect Sales,Other,4,5.0,5000,25000.0,No additional comments.,Level 2 - Minor product modification,No,Standard,1/16/19 0:00,1/16/19,OP-007243,180,fr02,25000
OP-007244,ACTIA AUTOMOTIVE,switch 2 portes SD,France,SUD_OUEST,1-SWITCH,1-SWITCH,vehicle,Sales Person 30,12 months,1/11/20,50,CPI,CPI,Vehicles,ACTIA AUTOMOTIVE,10,10.0,8500,85000.0,No additional comments.,Level 3 - Heavy product modification,No,Non Strategic,1/16/19 0:00,1/16/19,OP-007244,360,fr02,105000
OP-007248,SEFEE,CLAVIER REFREGERATEUR AERONAUTIQUE,France,SUD_OUEST,2- Miscellaneaous Keyboard,1-KEYBOARD,aeronautique,Sales Person 30,12 months,1/12/20,30,CPI,CPI,Other Mil.Aero,DASSAULT,15,60.0,200,12000.0,No additional comments.,Level 4 - Customized product,No,Standard,1/17/19 0:00,1/17/19,OP-007248,360,fr02,100
OP-007250,APEM GMBH,AGCO / FENDT miniature momentary switches,Germany,SUBSIDIARY,1-SWITCH,1-SWITCH,other,Sales Person 7,12 months,1/12/20,10,Quotation,Quote,Indirect Sales,Other,0,5.0,6000,0.0,No additional comments.,Unknown,No,Non Strategic,1/17/19 0:00,1/17/19,OP-007250,360,fr02,30000
OP-007252,FENWICK LINDE,Fenwick / Joystick New N - V6,France,OUEST,1-Joystick,1-Joystick,other,Sales Person 6,12 months,1/12/20,50,CPICC,CPI,MaH,FENWICK LINDE,4,60.0,1000,60000.0,"Hi Richard,

Customer wants to have price for first ramp up order of Qty10/25/100.

Could you please provide it?

Last quote (Qty1000): 12-12-2018 €50.68 RB

-MG-",Unknown,No,Non Strategic,1/17/19 0:00,1/17/19,OP-007252,360,fr02,30000
OP-007253,APEM INC,Medline : PBA Connecteur,United States,SUBSIDIARY,1-SWITCH,1-SWITCH,bidet,Sales Person 14,6 months,7/16/19,10,CPI,CPI,Indirect Sales,Medline,1,8.0,20000,160000.0,No additional comments.,Level 1 - No product modification,No,Standard,1/17/19 0:00,1/17/19,OP-007253,180,fr02,150000
OP-007256,APEM COMPONENTS LTD,Yellow Bezel switch,United Kingdom,SUBSIDIARY,1-SWITCH,1-SWITCH,door entry,Sales Person 17,3 months,4/17/19,50,CPI,CPICC,Indirect Sales,Stanley Security Pro,5,4.4,15000,66000.0,"17-1-2019 Hi Christophe, Please can you urgently review this request. Stanley are a target account and we are desperatly trying to defend the ccount against RJS. Regards RB",Level 2 - Minor product modification,No,Standard,1/17/19 0:00,1/17/19,OP-007256,90,fr02,66000
OP-007257,DDZR,Tour d'écran H351,France,CENTRE_IDF_1/2_EST,1-KEYBOARD,1-KEYBOARD,dge,Sales Person 2,3 months,4/17/19,30,CPI,CPI,DgE,Other,3,250.0,150,37500.0,No additional comments.,Level 4 - Customized product,No,Non Strategic,1/17/19 0:00,1/17/19,OP-007257,90,fr02,200000
OP-007258,AZTECO ELECTRONICS,IPR3SAD6L0S,Netherlands,BE-SOUTH-WEST,3-I Range,1-SWITCH,automotive,Sales Person 20,6 months,7/17/19,10,Quotation,Quote,Other Electr. Appli,Other,0,5.45,5000,0.0,No additional comments.,Unknown,No,Non Strategic,1/18/19 0:00,1/18/19,OP-007258,180,fr02,27250
OP-007259,DDZD,Face av PCS tireur,France,SUD_OUEST,4-3F1K,1-KEYBOARD,dge,Sales Person 30,12 months,1/13/20,30,CPI,CPI,DgE,Other,10,1759.0,10,17590.0,No additional comments.,Level 4 - Customized product,No,Non Strategic,1/18/19 0:00,1/18/19,OP-007259,360,fr02,50000
OP-007261,SYNTONOVO V.O.F.,QN-18793 - 5GTH9208222 + 1IS16-12.0,Netherlands,BE-NORTH,3-5E,1-SWITCH,audio - mixer,Sales Person 21,1 month,2/20/19,10,Quotation,Quote,,Other,0,2.26,2000,0.0,No additional comments.,Unknown,No,Non Strategic,1/21/19 0:00,1/21/19,OP-007261,30,fr02,4720
OP-007262,SEIJSENER REKREATIETECHNIEK BV,QN-18692 - Q22Y5SZZRGB24E-CA,Netherlands,BE-NORTH,4-Q22,1-Indicator,charging station,Sales Person 21,1 month,2/20/19,30,Quotation,Quote,Other Electr. Appli,Other,0,27.35,200,0.0,No additional comments.,Unknown,No,Non Strategic,1/21/19 0:00,1/21/19,OP-007262,30,fr02,5470
OP-007263,DATAPROSS NIJBROEK B.V.,IDEC / LBW6S-2T2V,Netherlands,BE-SOUTH-EAST,3-SWITCHES,1-IDEC,unknown,Sales Person 21,6 months,7/21/19,10,Quotation,Quote,Ind. Automation,Other,0,10.85,1000,0.0,No additional comments.,Unknown,No,Non Strategic,1/22/19 0:00,1/22/19,OP-007263,180,fr02,10000
OP-007266,JEAN CHEREAU SAS,CAN  /Modification -P85021 04068 012c,France,NORD_1/2_EST,1-KEYBOARD,1-KEYBOARD,other,Sales Person 7,6 months,7/21/19,50,CPI,CPI,MaH,Other,5,350.0,500,175000.0,No additional comments.,Level 3 - Heavy product modification,No,Non Strategic,1/22/19 0:00,1/22/19,OP-007266,180,fr02,150000
OP-007268,ERMEC SL,SP - ERMEC - AIR ROPS - 3631NF/2,Spain,EXPORT1,4-3600NF,1-SWITCH,anti roll over for tractors & quad,Sales Person 3,12 months,1/17/20,10,SpecialPrice,SP,AgM,Air ROPS,0,0.0,25000,0.0,No additional comments.,Unknown,No,Non Strategic,1/22/19 0:00,1/22/19,OP-007268,360,fr02,79120
OP-007269,ERMEC SL,SP - ERMEC - AIR ROPS - CSG25KN6,Spain,EXPORT1,4-CSG,1-SWITCH,anti roll over for tractors & quad,Sales Person 3,12 months,1/17/20,10,SpecialPrice,SP,Indirect Sales,AIR ROPS,0,0.0,25000,0.0,No additional comments.,Unknown,No,Non Strategic,1/22/19 0:00,1/22/19,OP-007269,360,fr02,48000
OP-007270,ERMEC SL,SP -ERMEC - AIR ROPS - MSG35KN6XXX,Spain,EXPORT1,4-MSG,1-SWITCH,anti roll over for tractors & quad,Sales Person 3,12 months,1/17/20,10,SpecialPrice,SP,Indirect Sales,AIR - ROPS,0,0.0,25000,0.0,No additional comments.,Unknown,No,Non Strategic,1/22/19 0:00,1/22/19,OP-007270,360,fr02,50000
OP-007271,OMEGA FUSIBILI S.P.A.,IT - OMEGA - U CONTROL - Customized E-STOP,Italy,EXPORT3,3-Emergency stop,1-SWITCH,fork lift,Sales Person 3,18 months,7/16/20,10,CPI,CPI,MaH,U -CONTROL,1,10.0,10000,100000.0,No additional comments.,Level 3 - Heavy product modification,No,Focus,1/23/19 0:00,1/23/19,OP-007271,540,fr02,10000
OP-007272,REMY GARNIER,600H levier sphérique,France,CENTRE_IDF_1/2_EST,1-SWITCH,1-SWITCH,domestique,Sales Person 2,3 months,4/23/19,30,CPI,CPI,Other Electr. Appli,Other,3,6.0,2000,12000.0,No additional comments.,Level 2 - Minor product modification,No,Standard,1/23/19 0:00,1/23/19,OP-007272,90,fr02,15000
OP-007273,Fischer Elektronik GmbH,Fischer_IX new,Austria,DE-A,1-SWITCH,1-SWITCH,a holder for a motorcycle,Sales Person 35,<  1 month,2/7/19,30,CPI,CPI,Indirect Sales,Other,10,12.0,1000,12000.0,No additional comments.,Level 3 - Heavy product modification,No,Standard,1/23/19 0:00,1/23/19,OP-007273,15,fr02,10000
OP-007276,MANITOU BF,Manitou / Arrêt d'urgence IDEC - V2,France,OUEST,1-SWITCH,1-SWITCH,mah,Sales Person 6,12 months,1/19/20,30,SpecialPrice,SP,MaH,Other,4,6.0,16000,96000.0,No additional comments.,Unknown,No,Non Strategic,1/24/19 0:00,1/24/19,OP-007276,360,fr02,200000
OP-007278,DDDF,TR - Atakel - Aselsan - HR series black 360°,Turkey,EXPORT1,2-Thumb Operated,1-Joystick,dge menu selection,Sales Person 5,1 month,2/23/19,10,CPI,CPI,DgE,Aselsan,2,15.0,2000,30000.0,No additional comments.,Level 3 - Heavy product modification,No,Focus,1/24/19 0:00,1/24/19,OP-007278,30,fr02,30000
OP-007279,MANITOU BF,Manitou / Arrêt d'urgence IDEC - V2,France,OUEST,1-SWITCH,1-SWITCH,mah,Sales Person 6,12 months,1/19/20,30,SpecialPrice,SP,MaH,Other,4,6.0,16000,96000.0,No additional comments.,Unknown,No,Non Strategic,1/24/19 0:00,1/24/19,OP-007279,360,fr02,200000
OP-007282,APEM COMPONENTS LTD,Hare switch,United Kingdom,SUBSIDIARY,4-IP,1-SWITCH,construction equipment,Sales Person 17,6 months,7/24/19,50,CPI,CPICC,Indirect Sales,JCB COMPACT PRODUCTS,5,10.0,3500,35000.0,"11-12-2018 Seem quite straight forward. Please quote what you concisder to be a realistic MOQ RB
9-1-2019 The wire length has changed to 60cm, can we have a drawing please. RB
25-1-2019 Please can you provide a 3D file of the non illuminated opion asap. RB",Level 1 - No product modification,No,Non Strategic,1/25/19 0:00,1/25/19,OP-007282,180,fr02,31500
OP-007283,IDEC CORPORATION,JP - IDEC - TOYOTA FORKLIFT - D344-001,Japan,EXPORT1,2-Pushbutton,1-SWITCH,forklift,Sales Person 3,18 months,7/18/20,10,SpecialPrice,SP,MaH,TOYOTA FORKLIFT,0,0.0,10000,0.0,No additional comments.,Unknown,No,Non Strategic,1/25/19 0:00,1/25/19,OP-007283,540,fr02,75320
OP-007284,Distrelec Schweiz AG,Distrelec- U1229,Switzerland,DE-SB,1-SWITCH,1-SWITCH,xx,Sales Person 35,<  1 month,2/9/19,80,SpecialPrice,SP,Indirect Sales,Other,10,0.4,10000,4000.0,No additional comments.,Unknown,No,Non Strategic,1/25/19 0:00,1/25/19,OP-007284,15,fr02,4000
OP-007285,MIC-O-DATA B.V.,Q14F5CXXRYG12E,Netherlands,BE-NORTH,4-Component Indicators,1-Indicator,press,Sales Person 21,<  1 month,2/12/19,10,CPICC,CPI,Other Electr. Appli,MIC-O-DATA B.V.,5,25.0,200,5000.0,"Q14F5CXXRYG12E with 180 mm wires and M12 connector. Data sheet of the current solution attached.
Reason inmoulded cable: because of problem of the pin terminals breaking off
Order quantities: 100 - 250 pcs",Unknown,No,Non Strategic,1/28/19 0:00,1/28/19,OP-007285,15,fr02,5000
OP-007286,APEM INC,JLG : IP Wires + tabs,United States,SUBSIDIARY,1-SWITCH,1-SWITCH,lift,Sales Person 14,6 months,7/27/19,30,CPI,CPI,Indirect Sales,JLG,3,6.0,5000,30000.0,No additional comments.,Level 2 - Minor product modification,No,Focus,1/28/19 0:00,1/28/19,OP-007286,180,fr02,30000
OP-007287,BERG HORTIMOTIVE B.V.,IDEC / LD6A-2DZQB-RY,Netherlands,BE-NORTH,4-LD6_SERIES,1-IDEC,greenhouse tow tractor,Sales Person 21,6 months,7/27/19,10,Quotation,Other,AgM,Other,0,0.0,0,0.0,No additional comments.,Unknown,No,Non Strategic,1/28/19 0:00,1/28/19,OP-007287,180,fr02,20000
OP-007290,"PERFECT SUN ENTERPRISE CO,LTD",TW - PERFECT SUN - SHEN ZHEN YONG WANG -13440AD2-25GX822,Taïwan,EXPORT1,4-13000,1-SWITCH,distribution,Sales Person 3,3 months,4/28/19,10,SpecialPrice,SP,Indirect Sales,SHEN ZHEN YONG WANG,0,0.0,100,0.0,No additional comments.,Unknown,No,Non Strategic,1/28/19 0:00,1/28/19,OP-007290,90,fr02,1000
OP-007293,IDEC CORPORATION,JP - IDEC - FANUC - AV9S 316L,Japan,EXPORT1,4-AV19 SP,1-SWITCH,robot food industry,Sales Person 3,12 months,1/23/20,10,SpecialPrice,SP,Ind. Automation,FANUC,0,0.0,1200,0.0,No additional comments.,Unknown,No,Non Strategic,1/28/19 0:00,1/28/19,OP-007293,360,fr02,3000
OP-007294,VETUS B.V.,BEMAH18 / HF4646 - HF52S11,Netherlands,BE-SOUTH-WEST,4-HF,1-Joystick,marine (yachts),Sales Person 20,3 months,4/29/19,50,Quotation,Quote,Other applications,Other,0,101.4,1200,0.0,No additional comments.,Unknown,No,Non Strategic,1/29/19 0:00,1/29/19,OP-007294,90,fr02,122000
OP-007297,JEAN CHEREAU SAS,Bouton arret urgence,France,NORD_1/2_EST,1-SWITCH,1-SWITCH,other,Sales Person 7,12 months,1/24/20,10,Quotation,Quote,MaH,Other,0,20.0,600,0.0,No additional comments.,Unknown,No,Non Strategic,1/29/19 0:00,1/29/19,OP-007297,360,fr02,10000
OP-007298,RENEKA,Plaquette 600H avec marquage specifique RENEKA,France,NORD_1/2_EST,1-SWITCH,1-SWITCH,machine a cafe,Sales Person 7,1 month,2/28/19,10,CPI,CPI,Inst. Cons. Comp,Other,2,0.5,2000,1000.0,No additional comments.,Level 2 - Minor product modification,No,Standard,1/29/19 0:00,1/29/19,OP-007298,30,fr02,1000
OP-007299,paragon GmbH & Co. KGaA,Paragon keypad e-car,Germany,DE-ID,2-Membrane & Overlay,1-KEYBOARD,control panel for concept e-car,Sales Person 36,1 month,2/28/19,50,CPI,CPI,Automotive,unknown,2,20.0,1000,20000.0,No additional comments.,Level 1 - No product modification,No,Standard,1/29/19 0:00,1/29/19,OP-007299,30,fr02,80000
OP-007300,UNIVERS VE HELEM SAS,VEHICULE ELECTRIQUE,France,SUD_OUEST,2-Toggle,1-SWITCH,vehicle,Sales Person 30,12 months,1/24/20,30,CPI,CPI,Vehicles,Other,10,20.0,40,800.0,No additional comments.,Level 1 - No product modification,No,Non Strategic,1/29/19 0:00,1/29/19,OP-007300,360,fr02,400
OP-007301,ERMEC SL,SP - ERMEC - RITEC - 637H/2,Spain,EXPORT1,4-600H,1-SWITCH,agm,Sales Person 3,3 months,4/29/19,10,SpecialPrice,SP,AgM,RITEC,0,0.0,6000,0.0,No additional comments.,Unknown,No,Non Strategic,1/29/19 0:00,1/29/19,OP-007301,90,fr02,7540
OP-007303,APEM COMPONENTS LTD,Hare switch,United Kingdom,SUBSIDIARY,4-IP,1-SWITCH,construction equipment,Sales Person 17,6 months,7/29/19,50,CPI,CPICC,Indirect Sales,JCB COMPACT PRODUCTS,5,10.0,3500,35000.0,"11-12-2018 Seem quite straight forward. Please quote what you concisder to be a realistic MOQ RB
9-1-2019 The wire length has changed to 60cm, can we have a drawing please. RB
25-1-2019 Please can you provide a 3D file of the non illuminated opion asap. RB
30-1-2019 As neil says we are getting there. JCBhave we believe a fianl request.Please can we quote for the following:
IPP3FAD2 + wire assembly and connector as on previous CPI ( same number of ways etc). However they now require PAD printed hare (we already have this for CAT so there should be no tooling) on the non illuminated switch. 1000pcs / 2500pcs.
We confirm that the connector ihas now too many ways but that is what they require to suit their harness. No longer a resistor needed because no LED. Pad printing instead of laser to reduce cost as much as possible. RB",Level 2 - Minor product modification,Yes,Focus,1/30/19 0:00,1/30/19,OP-007303,180,fr02,31500
OP-007306,DDZU,Réduction tolérance poussoir 13000 // Solution 4 capuchons,France,NORD_1/2_EST,1-SWITCH,1-SWITCH,other,Sales Person 7,12 months,1/25/20,10,CPI,CPI,DgE,Other,5,12.5,350,4375.0,No additional comments.,Level 4 - Customized product,No,Focus,1/30/19 0:00,1/30/19,OP-007306,360,fr02,5000
OP-007307,SM Electrics GmbH,SM_25000N-230V,Germany,DE-ID,1-SWITCH,1-SWITCH,xx,Sales Person 35,<  1 month,2/15/19,50,CPI,CPI,Security,Other,10,2.0,2000,4000.0,No additional comments.,Level 3 - Heavy product modification,No,Standard,1/31/19 0:00,1/31/19,OP-007307,15,fr02,4000
OP-007308,TOBROCO-GIANT,IDEC / XA1E-BV3U02TR,Netherlands,BE-SOUTH-EAST,4-XA_SERIES,1-IDEC,skid steer loaders,Sales Person 20,3 months,5/1/19,10,SpecialPrice,SP,MaH,GIANT TOBROCO,0,0.0,6000,0.0,No additional comments.,Unknown,No,Non Strategic,1/31/19 0:00,1/31/19,OP-007308,90,fr02,60000
OP-007309,DDZV,KDU1200/V3 Luminance+Pair packaging,Belgium,BE-SOUTH-WEST,3-Component PCB-Based Keyboard,1-KEYBOARD,cockpit display,Sales Person 24,<  1 month,2/15/19,10,CPI,CPI,DgE,Other,10,195.0,200,39000.0,No additional comments.,Level 3 - Heavy product modification,No,Focus,1/31/19 0:00,1/31/19,OP-007309,15,fr02,100000
OP-007310,ERMEC SL,ES - ERMEC - SIEMENS A02ESI...,Spain,EXPORT1,1-SWITCH,1-SWITCH,a control system for solar power (dubai),Sales Person 4,12 months,1/26/20,10,SpecialPrice,SP,Ind. Automation,SIEMENS /ABENGOA,0,0.0,6300,0.0,No additional comments.,Unknown,No,Non Strategic,1/31/19 0:00,1/31/19,OP-007310,360,fr02,21735
OP-007315,Mares Spa,underwater piezo,Italy,IT-RESALE,4-PBA,1-SWITCH,marine,Sales Person 41,<  1 month,2/15/19,90,CPI,CPI,Other Electr. Appli,Other,5,5.32,10000,53200.0,No additional comments.,Level 2 - Minor product modification,No,Non Strategic,1/31/19 0:00,1/31/19,OP-007315,15,fr02,50000
OP-007316,ERMEC SL,SP - ERMEC - IKUSI - TS1P2P02A-TS4P2P02A,Spain,EXPORT1,4-TS,1-Joystick,mah,Sales Person 3,12 months,1/26/20,10,Quotation,Quote,Indirect Sales,Other,0,54.0,200,0.0,No additional comments.,Unknown,No,Non Strategic,1/31/19 0:00,1/31/19,OP-007316,360,fr02,8700
OP-007317,KWANT CONTROLS B.V.,IDEC / LB - LBW --> QN-19083,Netherlands,BE-NORTH,4-LBW_SERIES,1-IDEC,nautical controls,Sales Person 21,1 month,3/2/19,70,Quotation,Quote,Other Electr. Appli,Other,0,11.34,300,0.0,No additional comments.,Unknown,No,Non Strategic,1/31/19 0:00,1/31/19,OP-007317,30,fr02,4300
OP-007319,GOUPIL INDUSTRIE,vehicule electrique,France,SUD_OUEST,4-Q14,1-Indicator,mah,Sales Person 30,12 months,1/26/20,30,CPICC,CPI,Vehicles,Other,10,6.0,300,1800.0,"04/02/2019
Need quotation for 100/300/500 pieces, MOQ and delivery timing for Q14P3BYYRG02 with mini fit MOLEX connector 39-01-2021 (see datasheet attached).
Hanh",Unknown,No,Non Strategic,1/31/19 0:00,1/31/19,OP-007319,360,fr02,20
OP-007320,MX,MX / Joystick Embase 3000 - V3,France,OUEST,1-Joystick,1-Joystick,agm,Sales Person 6,12 months,1/27/20,30,CPICC,CPI,AgM,Other,4,58.0,300,17400.0,"Hi Richard,

Customer asks the following modification for the next orders on MX Joystick (Quote#13138/PN300840)

Have just one electrical harness with the following :
0V                                              ->           Black (commun for 2sensors)
Y axis output 1                         ->           Yellow
X axis output 1                         ->           Blue
Y axis output 2                         ->           Orange
X axis output 2                         ->           White
+V                                              ->           Red (communs pour tous les capteurs)
Same lenght as previously

Please provide prices and drawing (please add the wire reference on drawing (Alpha Wire 28 AWG 6710))

-MG-",Unknown,No,Non Strategic,2/1/19 0:00,2/1/19,OP-007320,360,fr02,60000
OP-007321,UNIFIED GLOBAL TECHNOLOGIES PT,IN - UNIFIED - SCHNEIDER - PHAP,Singapore,EXPORT1,1-SWITCH,1-SWITCH,access to energy to 3rd world countries,Sales Person 4,6 months,7/31/19,10,Quotation,Quote,Indirect Sales,Other,0,0.07,160000,0.0,No additional comments.,Unknown,No,Non Strategic,2/1/19 0:00,2/1/19,OP-007321,180,fr02,11000
OP-007322,APEM COMPONENTS LTD,AV,United Kingdom,SUBSIDIARY,4-AV19 AV,1-SWITCH,panel,Sales Person 17,3 months,5/2/19,40,CPI,CPICC,Indirect Sales,RS Components Ltd,5,15.0,2500,37500.0,"1-2-2019 As discussed.
We need the tooling per marking
MOQ per new marking.
Cost for 25 or MOQ
250 and 500pcs, RB",Level 2 - Minor product modification,No,Non Strategic,2/1/19 0:00,2/1/19,OP-007322,90,fr02,50000
OP-007323,ERMEC SL,ES - ERMEC- AIR ROPS QRM145BZZRYG12E,Spain,EXPORT1,4-QRM14,1-Indicator,anti roll over for tractors & quad,Sales Person 3,6 months,8/3/19,20,SpecialPriceCC,SP,Indirect Sales,Other,0,0.0,25000,0.0,No additional comments.,Unknown,No,Non Strategic,2/4/19 0:00,2/4/19,OP-007323,180,fr02,50000
OP-007325,client SYSTEMS / Ne pas utiliser,Clavier CAN J1939 2x4 touches,France,CENTRE_IDF_1/2_EST,1-KEYBOARD,1-KEYBOARD,dge,Sales Person 2,<  1 month,2/19/19,30,CPI,CPI,DgE,Other,15,60.0,400,24000.0,No additional comments.,Level 4 - Customized product,Yes,Focus,2/4/19 0:00,2/4/19,OP-007325,15,fr02,25000
OP-007326,ERMEC SL,ES - ERMEC- AIR ROPS QRM145BZZRYG12E with 1000 mm wires,Spain,EXPORT1,4-QRM14,1-Indicator,anti roll over for tractors & quad,Sales Person 3,6 months,8/3/19,20,SpecialPriceCC,SP,Indirect Sales,Other,0,0.0,25000,0.0,No additional comments.,Unknown,No,Non Strategic,2/4/19 0:00,2/4/19,OP-007326,180,fr02,50000
OP-007329,APEM COMPONENTS LTD,IAM with specific wires,United Kingdom,SUBSIDIARY,4-IA,1-SWITCH,joystick,Sales Person 17,1 month,3/6/19,90,CPI,CPICC,Indirect Sales,Apem UK,10,3.5,1000,3500.0,No additional comments.,Level 1 - No product modification,No,Focus,2/4/19 0:00,2/4/19,OP-007329,30,fr02,5000
OP-007332,CLAAS TRACTOR SAS,Commodos tracteur,France,CENTRE_IDF_1/2_EST,1-Joystick,1-Joystick,agm,Sales Person 2,6 months,8/4/19,30,CPICC,CPI,AgM,Other,10,50.0,6000,300000.0,"Le 05-02-19:
Need quotation for developmment of commodo (see specifications attached)
Quantity 7000 pieces/year
Tarifs: incoterm DDP ou FCA
•	LSL actuators alone ( line 1) 
•	and either (line 2)LSL and RSL with two rings (Rear windscreen wiper + Side windscreen wiper) on all tractors 100% of the volume 
•	or (line 3) LSL and RSL actuators with two rings (Rear windscreen wiper + Side windscreen wiper) for 70% of the volume + LSL and RSL actuators with one ring (Side windscreen wiper) 30% 
Deadline quotation : 21 february 2019
=> The Offer must precise  
- prototype price
- delivery time for prototypes 
- industrialisation time from the last technical go and release of toolings if any 
- production location 
- tooling cost and property of the tooling after allocation of the part to the selected supplier",Unknown,No,Non Strategic,2/5/19 0:00,2/5/19,OP-007332,180,fr02,300000
OP-007334,RENAULT TECH,Nouvelle référence / Phares de travail symétriques,France,NORD_1/2_EST,1-SWITCH,1-SWITCH,véhicules pros,Sales Person 7,12 months,1/31/20,10,Quotation,Quote,Vehicles,Other,0,6.12,700,0.0,No additional comments.,Unknown,No,Non Strategic,2/5/19 0:00,2/5/19,OP-007334,360,fr02,4000
OP-007335,MIC-O-DATA B.V.,IDEC / LF1B,Netherlands,BE-NORTH,4-LF1B_SERIES,1-IDEC,public dustbin,Sales Person 21,3 months,5/6/19,30,Quotation,Quote,Other Electr. Appli,Other,0,35.0,100,0.0,No additional comments.,Unknown,No,Non Strategic,2/5/19 0:00,2/5/19,OP-007335,90,fr02,3500
OP-007338,BIO-RAD,Faisabilité IRP3F4C2R0PX1308-01,France,NORD_1/2_EST,1-SWITCH,1-SWITCH,other,Sales Person 7,1 month,3/7/19,90,CPI,CPI,Medical,Other,1,23.0,100,2300.0,No additional comments.,Level 2 - Minor product modification,No,Non Strategic,2/5/19 0:00,2/5/19,OP-007338,30,fr02,2500
OP-007339,client SYSTEMS / Ne pas utiliser,clavier 3 rockers CAN,France,CENTRE_IDF_1/2_EST,1-KEYBOARD,1-KEYBOARD,dge,Sales Person 2,<  1 month,2/20/19,30,CPI,CPI,DgE,Other,10,50.0,600,30000.0,No additional comments.,Level 4 - Customized product,Yes,Focus,2/5/19 0:00,2/5/19,OP-007339,15,fr02,30000
OP-007340,ELISE-SHOP>COM BV,A03 PB,Netherlands,BE-NORTH,3-A03,1-SWITCH,car,Sales Person 21,3 months,5/7/19,10,Quotation,Quote,Vehicles,Other,0,20.0,500,0.0,No additional comments.,Unknown,No,Non Strategic,2/6/19 0:00,2/6/19,OP-007340,90,fr02,10000
OP-007341,DDZR,Tour d'écran H351,France,CENTRE_IDF_1/2_EST,1-KEYBOARD,1-KEYBOARD,dge,Sales Person 2,3 months,5/7/19,30,CPI,CPI,DgE,Other,3,250.0,150,37500.0,No additional comments.,Level 4 - Customized product,Yes,Focus,2/6/19 0:00,2/6/19,OP-007341,90,fr02,200000
OP-007342,KIWI PRECISION,12000 ET IA AVEC CONNECTEUR,France,SUD_EST,1-SWITCH,1-SWITCH,carabine de biathlon,Sales Person 10,<  1 month,2/21/19,80,CPI,CPI,Inst. Cons. Comp,Other,5,15.0,500,7500.0,No additional comments.,Level 1 - No product modification,No,Standard,2/6/19 0:00,2/6/19,OP-007342,15,fr02,7500
OP-007344,APEM INC,RTL: Rajout spec soudure,United States,SUBSIDIARY,1-SWITCH,1-SWITCH,military,Sales Person 14,12 months,2/1/20,20,CPI,CPI,Indirect Sales,Real Time Labs,2,19.0,2000,38000.0,No additional comments.,Level 3 - Heavy product modification,No,Focus,2/6/19 0:00,2/6/19,OP-007344,360,fr02,40000
OP-007345,APEM INC,RTL: Rajout spec soudure,United States,SUBSIDIARY,1-SWITCH,1-SWITCH,military,Sales Person 14,6 months,8/5/19,20,CPI,CPI,Indirect Sales,RTL,4,20.0,600,12000.0,No additional comments.,Level 2 - Minor product modification,No,Focus,2/6/19 0:00,2/6/19,OP-007345,180,fr02,10000
OP-007349,MIC-O-DATA B.V.,Q14F5CZZRYG12E,Netherlands,BE-NORTH,4-Component Indicators,1-Indicator,press,Sales Person 21,<  1 month,2/22/19,10,CPICC,CPI,Other Electr. Appli,Other,5,25.0,200,5000.0,No additional comments.,Unknown,No,Non Strategic,2/7/19 0:00,2/7/19,OP-007349,15,fr02,5000
OP-007350,MARELEC FOOD TECHNOLOGIES BVBA,PBAM4AFB002E0B,Belgium,BE-SOUTH-WEST,3-PBA,1-SWITCH,fish portioning machines,Sales Person 20,<  1 month,2/22/19,30,Quotation,Quote,Other Electr. Appli,Other,0,27.47,1000,0.0,No additional comments.,Unknown,No,Non Strategic,2/7/19 0:00,2/7/19,OP-007350,15,fr02,27470
OP-007352,RENEKA,PRIX SPE:	LBW6ML-A1RT64WS,France,NORD_1/2_EST,1-SWITCH,1-SWITCH,machine à café,Sales Person 7,12 months,2/2/20,10,SpecialPrice,SP,Inst. Cons. Comp,Other,0,0.0,500,0.0,No additional comments.,Unknown,No,Non Strategic,2/7/19 0:00,2/7/19,OP-007352,360,fr02,5000
OP-007353,RENEKA,PRIX SPE:	LBW6L-A1RT64WS,France,NORD_1/2_EST,1-SWITCH,1-SWITCH,machine à café,Sales Person 7,12 months,2/2/20,10,SpecialPrice,SP,Inst. Cons. Comp,Other,0,0.0,500,0.0,No additional comments.,Unknown,No,Non Strategic,2/7/19 0:00,2/7/19,OP-007353,360,fr02,5000
OP-007354,RENEKA,PRIX SPE:	LBW6MB-A1T6B,France,NORD_1/2_EST,1-SWITCH,1-SWITCH,machine a cafe,Sales Person 7,12 months,2/2/20,10,SpecialPrice,SP,Inst. Cons. Comp,Other,0,0.0,500,0.0,No additional comments.,Unknown,No,Non Strategic,2/7/19 0:00,2/7/19,OP-007354,360,fr02,5000
